Date,Close,Open,High,Low,Volume
2017-03-09,4.552367,4.518679,4.576521,4.443675,2389500.000000
2017-03-10,4.709367,4.632457,4.739877,4.632457,4827000.000000
2017-03-13,4.818696,4.748777,4.821874,4.726530,4614000.000000
2017-03-14,4.774201,4.771659,4.777380,4.652797,4156500.000000
2017-03-15,4.889886,4.808525,4.914039,4.722715,4375500.000000
2017-03-16,4.870816,4.954083,4.954083,4.841577,2938500.000000
2017-03-17,4.897514,4.916584,4.927389,4.861284,2268000.000000
2017-03-20,5.006841,4.923574,5.060234,4.894335,3282000.000000
2017-03-21,4.658517,5.069768,5.078031,4.627371,8511000.000000
2017-03-22,4.807254,4.664874,4.819967,4.619109,4558500.000000
2017-03-23,4.770387,4.805347,4.837764,4.731614,3840000.000000
2017-03-24,4.870816,4.969338,5.047520,4.817423,5841000.000000
2017-03-27,4.896241,4.709367,4.930565,4.670594,7363500.000000
2017-03-28,4.945186,4.924845,4.997943,4.853020,4147500.000000
2017-03-29,4.903870,4.945186,4.945186,4.862554,3456000.000000
2017-03-30,4.987772,4.895607,5.014469,4.895607,5355000.000000
2017-03-31,4.978238,4.999850,5.053243,4.926117,3334500.000000
2017-04-03,4.891793,5.006841,5.027816,4.791999,4821000.000000
2017-04-04,4.816789,4.800898,4.910227,4.767846,3976500.000000
2017-04-05,4.712545,4.870817,4.951541,4.703646,5608500.000000
2017-04-06,4.730342,4.709366,4.762759,4.590505,5905500.000000
2017-04-07,4.793270,4.732250,4.835222,4.702376,2850000.000000
2017-04-10,4.682035,4.797083,4.806618,4.647075,3631500.000000
2017-04-11,4.568257,4.624829,4.624829,4.357865,7803000.000000
2017-04-12,4.327354,4.539018,4.546010,4.300022,8232000.000000
2017-04-13,4.244087,4.261249,4.437318,4.240909,4864500.000000
2017-04-17,4.409986,4.283498,4.411259,4.283498,5293500.000000
2017-04-18,4.462744,4.348966,4.473550,4.319092,3120000.000000
2017-04-19,4.535841,4.568893,4.659153,4.512958,3657000.000000
2017-04-20,4.753225,4.634998,4.773566,4.569529,5005500.000000
2017-04-21,4.686484,4.706825,4.715723,4.569529,5757000.000000
2017-04-24,4.887980,4.890521,4.932473,4.826323,7372500.000000
2017-04-25,5.040530,4.982687,5.060234,4.921667,4311000.000000
2017-04-26,4.910862,5.022733,5.037987,4.857469,5542500.000000
2017-04-27,5.119983,5.016376,5.139052,4.981417,5331000.000000
2017-04-28,4.858741,5.080575,5.080575,4.814882,7579500.000000
2017-05-01,5.000484,4.913402,5.005569,4.819965,5449500.000000
2017-05-02,4.839672,4.957898,4.957898,4.760853,4305000.000000
2017-05-03,4.893065,4.779923,4.914041,4.765304,2863500.000000
2017-05-04,4.880986,4.913404,4.932472,4.823145,2571000.000000
2017-05-05,4.933108,4.919124,4.938829,4.804076,2940000.000000
2017-05-08,4.878443,4.921030,4.955354,4.847934,1861500.000000
2017-05-09,5.026546,4.878445,5.063413,4.878445,4875000.000000
2017-05-10,5.344995,5.196894,5.371056,5.194352,6981000.000000
2017-05-11,5.399024,5.306222,5.472121,5.196895,3789000.000000
2017-05-12,5.447968,5.420000,5.467672,5.355801,3030000.000000
2017-05-15,5.697769,5.485469,5.709211,5.469579,3984000.000000
2017-05-16,5.952020,5.760695,5.953290,5.697768,4143000.000000
2017-05-17,5.170833,5.717473,5.775315,5.170833,14551500.000000
2017-05-18,5.467036,5.224861,5.507716,5.148586,12283500.000000
2017-05-19,5.646919,5.618951,5.700947,5.599882,6928500.000000
2017-05-22,5.827435,5.728277,5.833792,5.711115,5236500.000000
2017-05-23,5.760060,5.840149,5.847776,5.613866,4482000.000000
2017-05-24,5.867481,5.854133,5.900534,5.790570,3240000.000000
2017-05-25,5.966003,5.950113,6.021939,5.847777,3831000.000000
2017-05-26,6.037830,5.964733,6.041644,5.831251,4323000.000000
